4.00007 0.0800001
3.9334 0.079902
3.86673 0.0798085
3.80007 0.0797196
3.7334 0.0796351
3.66673 0.079555
3.60007 0.0794793
3.5334 0.0794081
3.46673 0.0793413
3.40007 0.0792792
3.3334 0.0792219
3.26673 0.0791696
3.20007 0.0791227
3.1334 0.0790813
3.06673 0.0790459
3.00007 0.079017
2.9334 0.0789951
2.86673 0.0789809
2.80007 0.078975
2.7334 0.0789784
2.66674 0.0789919
2.60007 0.0790166
2.5334 0.0790538
2.46674 0.0791048
2.40007 0.0791713
2.3334 0.079255
2.26674 0.0793578
2.20007 0.0794821
2.1334 0.0796305
2.06674 0.0798057
2.00007 0.080011
1.9334 0.0802505
1.86674 0.0805288
1.80007 0.0808506
1.73341 0.0812212
1.66674 0.0816469
1.60008 0.0821343
1.53341 0.0826912
1.46675 0.0833261
1.40009 0.0840487
1.33342 0.0848697
1.26676 0.0858021
1.20011 0.0868621
1.13345 0.0880659
1.0668 0.0894311
1.00015 0.0909783
0.933506 0.092734
0.866869 0.0947247
0.800241 0.0969813
0.733623 0.0995414
0.66702 0.102444
0.600435 0.105739
0.533873 0.109478
0.467342 0.113723
0.40085 0.118545
0.33441 0.124024
0.268035 0.130254
0.201747 0.137341
0.13557 0.145404
0.0695393 0.154582
0.00369768 0.165031
-0.0618978 0.176925
-0.127174 0.190461
-0.192037 0.205853
-0.256367 0.223334
-0.320017 0.243149
-0.382803 0.265546
-0.444508 0.290766
-0.50488 0.319026
-0.563639 0.350501
-0.620489 0.385303
-0.675135 0.423471
-0.727305 0.464959
-0.776767 0.509641
-0.823345 0.557322
-0.866925 0.60776
-0.907451 0.660682
-0.944924 0.71581
-0.97938 0.772873
-1.01088 0.831618
-1.03952 0.891817
-1.06536 0.953265
-1.08849 1.01578
-1.10898 1.07922
-1.12688 1.14343
-1.14223 1.2083
-1.15505 1.27372
-1.16533 1.33959
-1.17305 1.4058
-1.17818 1.47227
-1.18067 1.53888
-1.18044 1.60554
-1.17743 1.67214
-1.17156 1.73854
-1.16275 1.80461
-1.15091 1.87022
-1.13598 1.93518
-1.11788 1.99934
